county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Stanislaus,7/12/2021,47,7,54,1291,8,1,32
Stanislaus,7/13/2021,48,7,55,1298,10,1,28
Stanislaus,7/14/2021,46,8,54,1298,11,1,30
Stanislaus,7/15/2021,48,8,56,1301,10,1,34
Stanislaus,7/16/2021,51,9,60,1302,14,3,32
Stanislaus,7/17/2021,53,14,67,1298,15,1,29
Stanislaus,7/18/2021,58,9,67,1301,15,1,35
Stanislaus,7/19/2021,72,8,80,1304,16,1,37
Stanislaus,7/20/2021,77,15,92,1307,16,2,29
Stanislaus,7/21/2021,80,10,90,1308,19,2,31
Stanislaus,7/22/2021,81,12,93,1306,20,1,34
Stanislaus,7/23/2021,83,17,100,1304,21,2,28
Stanislaus,7/24/2021,81,13,94,1302,22,3,29
Stanislaus,7/25/2021,83,10,93,1306,19,3,36
Stanislaus,7/26/2021,83,10,93,1305,19,3,39
Stanislaus,7/27/2021,89,10,99,1297,24,4,27
Stanislaus,7/28/2021,97,9,106,1300,24,4,40
Stanislaus,7/29/2021,102,8,110,1306,22,2,35
Stanislaus,7/30/2021,112,9,121,1306,23,4,35
Stanislaus,7/31/2021,109,16,125,1303,25,6,29
Stanislaus,8/1/2021,111,14,125,1298,27,5,31
Stanislaus,8/2/2021,126,10,136,1296,27,3,26
Stanislaus,8/3/2021,124,9,133,1304,27,1,23
Stanislaus,8/4/2021,139,15,154,1306,34,3,31
Stanislaus,8/5/2021,148,10,158,1307,36,2,26
Stanislaus,8/6/2021,151,14,165,1304,38,1,23
Stanislaus,8/7/2021,151,15,166,1304,36,2,23
Stanislaus,8/8/2021,145,13,158,1305,37,3,27
Stanislaus,8/9/2021,165,20,185,1304,35,3,21
Stanislaus,8/10/2021,182,15,197,1304,35,2,24
Stanislaus,8/11/2021,190,12,202,1304,35,2,20
Stanislaus,8/12/2021,198,8,206,1303,36,1,21
Stanislaus,8/13/2021,209,6,215,1301,38,1,26
Stanislaus,8/14/2021,208,12,220,1304,39,1,20
Stanislaus,8/15/2021,221,14,235,1309,46,2,18
Stanislaus,8/16/2021,221,13,234,1307,45,2,22
Stanislaus,8/17/2021,228,18,246,1305,47,1,20
Stanislaus,8/18/2021,235,11,246,1302,45,1,22
Stanislaus,8/19/2021,248,13,261,1302,51,0,11
Stanislaus,8/20/2021,254,13,267,1303,52,1,13
Stanislaus,8/21/2021,258,14,272,1298,55,1,13
Stanislaus,8/22/2021,259,10,269,1300,57,2,17
Stanislaus,8/23/2021,276,12,288,1305,57,2,14
Stanislaus,8/24/2021,289,11,300,1304,64,3,5
Stanislaus,8/25/2021,285,13,298,1301,63,2,11
Stanislaus,8/26/2021,305,14,319,1296,60,3,13
Stanislaus,8/27/2021,304,13,317,1369,58,3,17
Stanislaus,8/28/2021,312,9,321,1366,65,3,14
Stanislaus,8/29/2021,305,9,314,1368,69,4,13
Stanislaus,8/30/2021,313,7,320,1371,68,2,13
Stanislaus,8/31/2021,325,7,332,1372,74,1,11
Stanislaus,9/1/2021,321,9,330,1375,71,1,14
Stanislaus,9/2/2021,333,16,349,1372,69,5,15
Stanislaus,9/3/2021,345,12,357,1374,70,1,10
Stanislaus,9/4/2021,330,10,340,1374,71,0,13
Stanislaus,9/5/2021,335,10,345,1370,69,0,18
Stanislaus,9/6/2021,336,11,347,1373,64,0,18
Stanislaus,9/7/2021,328,9,337,1372,63,1,12
Stanislaus,9/8/2021,319,13,332,1372,72,2,16
Stanislaus,9/9/2021,321,17,338,1373,75,0,12
Stanislaus,9/10/2021,319,15,334,1370,71,1,16
Stanislaus,9/11/2021,306,12,318,1371,67,1,13
Stanislaus,9/12/2021,295,10,305,1375,71,2,15
Stanislaus,9/13/2021,287,8,295,1375,66,1,11
Stanislaus,9/14/2021,289,6,295,1381,68,0,13
Stanislaus,9/15/2021,282,9,291,1379,65,0,19
Stanislaus,9/16/2021,289,10,299,1382,68,1,16
Stanislaus,9/17/2021,270,9,279,1381,67,2,14
Stanislaus,9/18/2021,259,8,267,1376,63,2,22
Stanislaus,9/19/2021,270,13,283,1378,65,1,16
Stanislaus,9/20/2021,268,10,278,1374,69,4,11
Stanislaus,9/21/2021,257,8,265,1365,65,3,11
Stanislaus,9/22/2021,245,7,252,1371,63,1,17
Stanislaus,9/23/2021,246,11,257,1368,64,1,17
Stanislaus,9/24/2021,226,16,242,1369,57,2,26
Stanislaus,9/25/2021,221,9,230,1371,54,1,28
Stanislaus,9/26/2021,223,15,238,1371,55,1,23
Stanislaus,9/27/2021,225,10,235,1369,55,1,17
Stanislaus,9/28/2021,218,14,232,1375,53,2,22
Stanislaus,9/29/2021,198,14,212,1374,50,1,22
Stanislaus,9/30/2021,198,13,211,1373,46,2,17
Stanislaus,10/1/2021,199,12,211,1376,43,3,26
Stanislaus,10/2/2021,193,9,202,1375,40,4,36
Stanislaus,10/3/2021,196,14,210,1375,44,4,25
Stanislaus,10/4/2021,195,12,207,1374,47,3,29
Stanislaus,10/5/2021,197,12,209,1377,48,4,23
Stanislaus,10/6/2021,182,6,188,1377,45,0,26
Stanislaus,10/7/2021,183,12,195,1373,46,1,21
Stanislaus,10/8/2021,170,7,177,1369,43,1,18
Stanislaus,10/9/2021,165,10,175,1372,39,0,18
Stanislaus,10/10/2021,153,6,159,1371,37,0,28
Stanislaus,10/11/2021,145,6,151,1371,37,0,29
Stanislaus,10/12/2021,147,9,156,1379,40,0,29
Stanislaus,10/13/2021,151,9,160,1378,37,1,28
Stanislaus,10/14/2021,152,7,159,1381,38,0,24
Stanislaus,10/15/2021,157,7,164,1381,39,1,17
Stanislaus,10/16/2021,163,8,171,1374,40,0,21
Stanislaus,10/17/2021,163,8,171,1379,39,1,26
Stanislaus,10/18/2021,159,8,167,1374,38,0,24
Stanislaus,10/19/2021,154,10,164,1378,31,0,35
Stanislaus,10/20/2021,151,11,162,1379,33,0,28
Stanislaus,10/21/2021,140,13,153,1379,33,1,31
Stanislaus,10/22/2021,149,9,158,1376,33,2,28
Stanislaus,10/23/2021,142,8,150,1376,33,1,27
Stanislaus,10/24/2021,147,6,153,1381,32,2,27
Stanislaus,10/25/2021,151,12,163,1373,32,2,23
Stanislaus,10/26/2021,153,14,167,1388,31,4,23
Stanislaus,10/27/2021,154,10,164,1384,32,2,25
Stanislaus,10/28/2021,150,9,159,1383,31,2,29
Stanislaus,10/29/2021,150,8,158,1377,30,2,31
Stanislaus,10/30/2021,164,12,176,1378,29,2,29
Stanislaus,10/31/2021,163,11,174,1377,29,1,29
Stanislaus,11/1/2021,165,13,178,1376,32,1,29
Stanislaus,11/2/2021,180,14,194,1378,35,1,33
Stanislaus,11/3/2021,183,9,192,1378,34,1,25
Stanislaus,11/4/2021,180,10,190,1377,34,2,20
Stanislaus,11/5/2021,165,9,174,1376,32,1,23
Stanislaus,11/6/2021,160,9,169,1377,30,1,30
Stanislaus,11/7/2021,160,8,168,1378,34,1,20
Stanislaus,11/8/2021,163,7,170,1381,31,0,23
Stanislaus,11/9/2021,155,8,163,1381,32,0,29
Stanislaus,11/10/2021,155,10,165,1383,30,1,29
Stanislaus,11/11/2021,151,5,156,1374,31,0,25
Stanislaus,11/12/2021,152,7,159,1357,29,1,20
Stanislaus,11/13/2021,144,14,158,1355,27,5,27
Stanislaus,11/14/2021,142,10,152,1340,25,3,28
Stanislaus,11/15/2021,127,12,139,1341,21,3,30
Stanislaus,11/16/2021,119,8,127,1338,22,1,32
Stanislaus,11/17/2021,114,5,119,1331,22,2,32
Stanislaus,11/18/2021,117,9,126,1325,22,1,28
Stanislaus,11/19/2021,117,4,121,1309,23,1,26
Stanislaus,11/20/2021,124,3,127,1314,27,0,29
Stanislaus,11/21/2021,126,5,131,1331,28,0,26
Stanislaus,11/22/2021,125,4,129,1349,27,1,23
Stanislaus,11/23/2021,116,7,123,1371,23,0,30
Stanislaus,11/24/2021,112,9,121,1376,24,0,23
Stanislaus,11/25/2021,114,4,118,1366,23,0,30
Stanislaus,11/26/2021,111,8,119,1368,22,1,29
Stanislaus,11/27/2021,115,11,126,1370,22,2,29
Stanislaus,11/28/2021,117,10,127,1364,24,2,34
Stanislaus,11/29/2021,123,8,131,1367,27,1,31
Stanislaus,11/30/2021,121,11,132,1367,25,1,22
Stanislaus,12/1/2021,113,17,130,1378,23,1,26
Stanislaus,12/2/2021,113,16,129,1381,28,2,24
Stanislaus,12/3/2021,105,17,122,1383,23,2,24
Stanislaus,12/4/2021,106,11,117,1379,23,1,22
Stanislaus,12/5/2021,108,12,120,1384,21,1,24
Stanislaus,12/6/2021,106,10,116,1382,19,2,28
Stanislaus,12/7/2021,106,10,116,1383,19,2,33
Stanislaus,12/8/2021,107,20,127,1384,21,3,26
Stanislaus,12/9/2021,101,16,117,1384,21,2,24
Stanislaus,12/10/2021,105,15,120,1387,24,1,23
Stanislaus,12/11/2021,104,22,126,1379,21,1,25
Stanislaus,12/12/2021,107,24,131,1335,22,1,19
Stanislaus,12/13/2021,102,19,121,1368,22,1,17
Stanislaus,12/14/2021,105,11,116,1369,20,0,18
Stanislaus,12/15/2021,112,8,120,1372,25,0,22
Stanislaus,12/16/2021,110,10,120,1373,26,0,23
Stanislaus,12/17/2021,103,8,111,1373,28,0,25
Stanislaus,12/18/2021,108,8,116,1375,24,2,32
Stanislaus,12/19/2021,113,11,124,1376,22,2,28
Stanislaus,12/20/2021,112,13,125,1376,22,2,25
Stanislaus,12/21/2021,110,17,127,1375,23,2,24
Stanislaus,12/22/2021,104,11,115,1368,23,2,26
Stanislaus,12/23/2021,112,9,121,1374,27,1,25
Stanislaus,12/24/2021,108,9,117,1367,23,1,27
Stanislaus,12/25/2021,104,12,116,1354,17,1,34
Stanislaus,12/26/2021,104,12,116,1354,16,1,34
Stanislaus,12/27/2021,112,7,119,1370,18,1,36
Stanislaus,12/28/2021,109,14,123,1376,17,1,36
Stanislaus,12/29/2021,110,14,124,1375,18,1,33
Stanislaus,12/30/2021,114,8,122,1375,19,0,32
Stanislaus,12/31/2021,116,11,127,1377,19,0,32
Stanislaus,1/1/2022,120,9,129,1382,20,0,32
Stanislaus,1/2/2022,130,10,140,1378,19,2,33
Stanislaus,1/3/2022,149,11,160,1378,20,1,30
Stanislaus,1/4/2022,149,18,167,1383,18,2,30
Stanislaus,1/5/2022,153,22,175,1383,14,2,30
Stanislaus,1/6/2022,153,17,170,1381,16,2,24
Stanislaus,1/7/2022,160,16,176,1383,19,1,27
Stanislaus,1/8/2022,168,16,184,1383,20,1,32
Stanislaus,1/9/2022,178,18,196,1378,24,0,28
Stanislaus,1/10/2022,192,20,212,1379,19,2,35
Stanislaus,1/11/2022,192,13,205,1377,23,0,30
Stanislaus,1/12/2022,202,12,214,1382,30,0,26
Stanislaus,1/13/2022,220,11,231,1386,29,3,27
Stanislaus,1/14/2022,227,12,239,1390,28,3,22
Stanislaus,1/15/2022,219,15,234,1391,31,3,22
Stanislaus,1/16/2022,231,19,250,1385,31,5,23
Stanislaus,1/17/2022,237,17,254,1386,31,2,23
Stanislaus,1/18/2022,273,21,294,1266,39,2,21
Stanislaus,1/19/2022,279,21,300,1264,42,1,19
Stanislaus,1/20/2022,282,17,299,1385,36,1,28
Stanislaus,1/21/2022,292,13,305,1390,32,0,25
Stanislaus,1/22/2022,303,12,315,1390,32,1,19
Stanislaus,1/23/2022,309,17,326,1391,39,2,23
Stanislaus,1/24/2022,321,21,342,1391,44,3,20
Stanislaus,1/25/2022,325,26,351,1390,48,2,17
Stanislaus,1/26/2022,341,16,357,1389,50,2,13
Stanislaus,1/27/2022,330,18,348,1391,46,2,23
Stanislaus,1/28/2022,332,14,346,1390,48,1,14
Stanislaus,1/29/2022,321,19,340,1391,48,2,14
Stanislaus,1/30/2022,317,23,340,1390,51,1,20
Stanislaus,1/31/2022,314,17,331,1390,53,2,22
Stanislaus,2/1/2022,312,19,331,1385,52,3,18
Stanislaus,2/2/2022,308,17,325,1385,42,3,30
Stanislaus,2/3/2022,301,16,317,1385,43,1,27
Stanislaus,2/4/2022,288,21,309,1384,45,4,18
Stanislaus,2/5/2022,285,15,300,1383,40,3,19
Stanislaus,2/6/2022,272,22,294,1384,41,4,26
Stanislaus,2/7/2022,286,23,309,1384,43,3,21
Stanislaus,2/8/2022,274,21,295,1383,41,4,15
Stanislaus,2/9/2022,272,17,289,1382,46,4,16
Stanislaus,2/10/2022,263,21,284,1384,48,3,12
Stanislaus,2/11/2022,262,14,276,1386,50,2,12
Stanislaus,2/12/2022,242,16,258,1386,44,4,23
Stanislaus,2/13/2022,257,20,277,1388,43,7,22
Stanislaus,2/14/2022,247,25,272,1385,41,6,24
Stanislaus,2/15/2022,235,25,260,1386,44,6,18
Stanislaus,2/16/2022,227,20,247,1384,43,4,24
Stanislaus,2/17/2022,217,20,237,1384,42,5,22
Stanislaus,2/18/2022,195,18,213,1391,41,3,20
Stanislaus,2/19/2022,187,16,203,1389,34,2,21
Stanislaus,2/20/2022,187,19,206,1389,30,1,27
Stanislaus,2/21/2022,198,18,216,1390,30,2,27
Stanislaus,2/22/2022,198,19,217,1391,26,1,25
Stanislaus,2/23/2022,179,17,196,1390,27,1,27
Stanislaus,2/24/2022,173,11,184,1389,27,1,34
Stanislaus,2/25/2022,159,9,168,1389,26,1,30
Stanislaus,2/26/2022,154,16,170,1391,24,5,25
Stanislaus,2/27/2022,141,16,157,1391,22,4,24
Stanislaus,2/28/2022,145,16,161,1386,21,5,28
Stanislaus,3/1/2022,134,19,153,1390,19,3,32
Stanislaus,3/2/2022,126,21,147,1387,15,4,30
Stanislaus,3/3/2022,125,16,141,1391,17,3,29
Stanislaus,3/4/2022,113,9,122,1382,13,2,32
Stanislaus,3/5/2022,115,7,122,1390,14,1,45
Stanislaus,3/6/2022,112,11,123,1382,14,0,40
Stanislaus,3/7/2022,107,6,113,1370,13,0,39
Stanislaus,3/8/2022,97,5,102,1376,12,0,32
Stanislaus,3/9/2022,97,7,104,1385,13,0,41
Stanislaus,3/10/2022,104,7,111,1387,15,0,37
Stanislaus,3/11/2022,103,13,116,1389,14,0,33
Stanislaus,3/12/2022,106,10,116,1385,14,0,34
Stanislaus,3/13/2022,101,11,112,1385,14,0,30
Stanislaus,3/14/2022,99,9,108,1362,17,0,21
Stanislaus,3/15/2022,95,10,105,1366,15,1,28
Stanislaus,3/16/2022,89,10,99,1385,13,3,32
Stanislaus,3/17/2022,87,13,100,1380,11,2,32
Stanislaus,3/18/2022,84,16,100,1389,12,0,35
Stanislaus,3/19/2022,72,15,87,1387,9,0,40
Stanislaus,3/20/2022,66,16,82,1381,10,2,41
Stanislaus,3/21/2022,67,18,85,1373,8,2,41
Stanislaus,3/22/2022,64,20,84,1379,9,3,28
Stanislaus,3/23/2022,53,19,72,1384,8,1,26
Stanislaus,3/24/2022,50,16,66,1383,7,2,37
Stanislaus,3/25/2022,45,11,56,1383,8,1,35
Stanislaus,3/26/2022,41,15,56,1383,6,0,31
Stanislaus,3/27/2022,35,14,49,1373,5,0,30
Stanislaus,3/28/2022,31,6,37,1360,3,0,32
Stanislaus,3/29/2022,35,7,42,1362,2,1,26
Stanislaus,3/30/2022,32,8,40,1371,3,0,30
Stanislaus,3/31/2022,26,14,40,1381,3,1,23
Stanislaus,4/1/2022,25,12,37,1380,2,3,30
Stanislaus,4/2/2022,25,8,33,1382,2,1,37
Stanislaus,4/3/2022,27,11,38,1381,4,1,41
Stanislaus,4/4/2022,26,12,38,1384,5,1,46
Stanislaus,4/5/2022,27,11,38,1383,4,1,44
Stanislaus,4/6/2022,22,10,32,1382,4,2,48
Stanislaus,4/7/2022,19,15,34,1384,3,2,39
Stanislaus,4/8/2022,19,12,31,1384,3,1,27
Stanislaus,4/9/2022,21,15,36,1383,2,2,28
Stanislaus,4/10/2022,20,16,36,1383,1,3,29
Stanislaus,4/11/2022,23,12,35,1378,1,3,29
Stanislaus,4/12/2022,16,17,33,1378,4,3,27
Stanislaus,4/13/2022,18,16,34,1381,4,2,37
Stanislaus,4/14/2022,20,12,32,1379,4,2,36
Stanislaus,4/15/2022,22,14,36,1376,2,1,28
Stanislaus,4/16/2022,19,23,42,1378,2,2,32
Stanislaus,4/17/2022,19,12,31,1370,4,2,36
Stanislaus,4/18/2022,18,9,27,1356,3,2,40
Stanislaus,4/19/2022,22,12,34,1374,2,3,40
Stanislaus,4/20/2022,27,12,39,1378,3,3,47
Stanislaus,4/21/2022,22,8,30,1373,2,4,45
Stanislaus,4/22/2022,21,9,30,1368,2,2,43
Stanislaus,4/23/2022,21,9,30,1368,3,2,37
Stanislaus,4/24/2022,23,14,37,1379,0,3,39
Stanislaus,4/25/2022,25,17,42,1368,0,4,38
Stanislaus,4/26/2022,24,12,36,1380,1,3,41
Stanislaus,4/27/2022,21,15,36,1383,1,2,41
Stanislaus,4/28/2022,21,14,35,1372,0,2,38
Stanislaus,4/29/2022,21,11,32,1383,0,1,33
Stanislaus,4/30/2022,20,10,30,1378,2,1,37
Stanislaus,5/1/2022,21,8,29,1378,3,0,33
Stanislaus,5/2/2022,25,8,33,1371,3,0,33
Stanislaus,5/3/2022,22,8,30,1379,1,0,35
Stanislaus,5/4/2022,24,12,36,1382,2,1,36
Stanislaus,5/5/2022,30,9,39,1383,3,1,30
Stanislaus,5/6/2022,30,12,42,1383,2,3,30
Stanislaus,5/7/2022,27,10,37,1386,2,2,35
Stanislaus,5/8/2022,26,9,35,1386,1,2,39
Stanislaus,5/9/2022,29,10,39,1373,2,1,35
Stanislaus,5/10/2022,27,8,35,1380,3,0,36
Stanislaus,5/11/2022,25,8,33,1380,3,0,34
Stanislaus,5/12/2022,34,13,47,1382,3,1,30
Stanislaus,5/13/2022,34,14,48,1385,4,1,28
Stanislaus,5/14/2022,35,11,46,1387,4,1,27
Stanislaus,5/15/2022,37,12,49,1385,6,1,31
Stanislaus,5/16/2022,38,12,50,1387,5,2,31
Stanislaus,5/17/2022,39,11,50,1383,4,2,36
Stanislaus,5/18/2022,37,11,48,1383,4,1,40
Stanislaus,5/19/2022,41,9,50,1382,5,1,36
Stanislaus,5/20/2022,42,11,53,1384,6,3,30
Stanislaus,5/21/2022,42,11,53,1389,6,2,38
Stanislaus,5/22/2022,41,17,58,1386,5,3,38
Stanislaus,5/23/2022,40,14,54,1389,3,3,37
Stanislaus,5/24/2022,43,15,58,1389,3,2,31
Stanislaus,5/25/2022,42,13,55,1391,4,3,34
Stanislaus,5/26/2022,45,16,61,1392,4,2,30
Stanislaus,5/27/2022,47,15,62,1390,5,2,38
Stanislaus,5/28/2022,58,11,69,1387,5,4,36
Stanislaus,5/29/2022,63,17,80,1386,4,5,30
Stanislaus,5/30/2022,58,20,78,1375,3,4,31
Stanislaus,5/31/2022,56,19,75,1368,0,5,35
Stanislaus,6/1/2022,53,21,74,1383,1,5,32
Stanislaus,6/2/2022,53,19,72,1391,0,5,40
Stanislaus,6/3/2022,56,20,76,1389,2,3,38
Stanislaus,6/4/2022,55,19,74,1386,3,3,42
Stanislaus,6/5/2022,58,21,79,1386,2,2,47
Stanislaus,6/6/2022,62,21,83,1389,2,2,49
Stanislaus,6/7/2022,64,17,81,1389,4,3,43
Stanislaus,6/8/2022,69,23,92,1389,7,3,41
Stanislaus,6/9/2022,65,20,85,1391,7,4,39
Stanislaus,6/10/2022,57,12,69,1393,7,3,41
Stanislaus,6/11/2022,59,17,76,1384,6,3,40
Stanislaus,6/12/2022,65,15,80,1384,6,2,40
Stanislaus,6/13/2022,70,13,83,1380,7,2,35
Stanislaus,6/14/2022,66,8,74,1373,9,2,26
Stanislaus,6/15/2022,69,9,78,1381,9,2,32
Stanislaus,6/16/2022,69,9,78,1382,8,2,34
Stanislaus,6/17/2022,66,12,78,1387,7,3,32
Stanislaus,6/18/2022,74,13,87,1386,8,2,33
Stanislaus,6/19/2022,78,13,91,1387,6,3,34
Stanislaus,6/20/2022,77,15,92,1385,7,2,34
Stanislaus,6/21/2022,81,13,94,1388,8,1,31
Stanislaus,6/22/2022,84,15,99,1390,8,1,32
Stanislaus,6/23/2022,90,15,105,1387,9,0,31
Stanislaus,6/24/2022,98,17,115,1385,6,0,30
Stanislaus,6/25/2022,100,16,116,1385,6,0,38
Stanislaus,6/26/2022,101,13,114,1385,6,0,39
Stanislaus,6/27/2022,102,12,114,1386,6,0,41
Stanislaus,6/28/2022,111,13,124,1389,8,1,34
Stanislaus,6/29/2022,116,16,132,1387,9,1,25
Stanislaus,6/30/2022,106,15,121,1384,9,1,27
Stanislaus,7/1/2022,104,18,122,1381,13,2,28
Stanislaus,7/2/2022,102,21,123,1379,12,3,30
Stanislaus,7/3/2022,102,19,121,1381,14,4,22
Stanislaus,7/4/2022,100,19,119,1383,16,1,26
Stanislaus,7/5/2022,109,16,125,1382,17,1,25
Stanislaus,7/6/2022,119,18,137,1386,17,1,31
Stanislaus,7/7/2022,131,28,159,1386,16,1,30
Stanislaus,7/8/2022,121,26,147,1385,15,1,27
Stanislaus,7/9/2022,116,17,133,1384,14,2,32
Stanislaus,7/10/2022,111,16,127,1384,10,1,35
Stanislaus,7/11/2022,114,17,131,1375,11,1,28
Stanislaus,7/12/2022,107,13,120,1384,8,1,28
Stanislaus,7/13/2022,117,7,124,1382,10,2,33
Stanislaus,7/14/2022,119,13,132,1374,11,1,34
Stanislaus,7/15/2022,119,11,130,1383,11,2,40
Stanislaus,7/16/2022,115,14,129,1387,7,4,40
Stanislaus,7/17/2022,119,12,131,1389,8,2,39
Stanislaus,7/18/2022,118,6,124,1387,9,2,36
Stanislaus,7/19/2022,121,14,135,1389,12,1,30
Stanislaus,7/20/2022,130,13,143,1390,10,1,26
Stanislaus,7/21/2022,137,14,151,1386,12,1,29
Stanislaus,7/22/2022,126,12,138,1389,14,0,28
Stanislaus,7/23/2022,121,14,135,1392,12,0,26
Stanislaus,7/24/2022,113,15,128,1392,11,0,31
Stanislaus,7/25/2022,115,9,124,1390,11,0,32
Stanislaus,7/26/2022,121,11,132,1393,12,2,38
Stanislaus,7/27/2022,116,14,130,1390,14,2,34
Stanislaus,7/28/2022,111,13,124,1387,9,4,28
Stanislaus,7/29/2022,113,10,123,1389,13,2,33
Stanislaus,7/30/2022,120,8,128,1389,11,3,34
Stanislaus,7/31/2022,126,11,137,1391,10,1,40
Stanislaus,8/1/2022,123,12,135,1386,8,2,35
Stanislaus,8/2/2022,113,12,125,1385,9,0,23
Stanislaus,8/3/2022,108,14,122,1384,10,1,26
Stanislaus,8/4/2022,105,20,125,1385,12,2,32
Stanislaus,8/5/2022,111,13,124,1389,11,1,26
Stanislaus,8/6/2022,109,13,122,1386,10,0,31
Stanislaus,8/7/2022,103,13,116,1387,11,3,36
Stanislaus,8/8/2022,101,16,117,1390,11,2,38
Stanislaus,8/9/2022,105,13,118,1389,12,1,32
Stanislaus,8/10/2022,96,16,112,1386,9,2,35
Stanislaus,8/11/2022,99,14,113,1386,12,0,24
Stanislaus,8/12/2022,99,15,114,1387,14,0,23
Stanislaus,8/13/2022,106,14,120,1390,12,1,29
Stanislaus,8/14/2022,105,14,119,1390,12,1,31
Stanislaus,8/15/2022,110,15,125,1391,11,2,32
Stanislaus,8/16/2022,115,18,133,1390,10,1,32
Stanislaus,8/17/2022,113,11,124,1390,9,1,38
Stanislaus,8/18/2022,110,13,123,1386,13,1,34
Stanislaus,8/19/2022,106,13,119,1387,13,0,29
Stanislaus,8/20/2022,101,14,115,1382,11,0,37
Stanislaus,8/21/2022,97,11,108,1382,14,0,31
Stanislaus,8/22/2022,95,14,109,1380,16,0,28
Stanislaus,8/23/2022,97,16,113,1380,16,1,27
Stanislaus,8/24/2022,92,12,104,1224,15,1,29
Stanislaus,8/25/2022,94,11,105,1176,14,1,28
Stanislaus,8/26/2022,80,9,89,1182,13,1,39
Stanislaus,8/27/2022,75,6,81,1193,6,1,44
Stanislaus,8/28/2022,78,10,88,1194,3,1,37
Stanislaus,8/29/2022,85,14,99,1193,6,2,35
Stanislaus,8/30/2022,86,13,99,1223,7,0,28
Stanislaus,8/31/2022,86,7,93,1224,6,0,33
Stanislaus,9/1/2022,90,11,101,1229,6,0,28
Stanislaus,9/2/2022,83,11,94,1221,4,1,30
Stanislaus,9/3/2022,75,9,84,1211,5,0,35
Stanislaus,9/4/2022,71,9,80,1168,5,0,43
Stanislaus,9/5/2022,73,11,84,1209,4,0,38
Stanislaus,9/6/2022,92,10,102,1223,8,0,37
Stanislaus,9/7/2022,83,15,98,1221,4,0,41
Stanislaus,9/8/2022,72,12,84,1223,4,0,35
Stanislaus,9/9/2022,78,7,85,1221,5,0,34
Stanislaus,9/10/2022,72,14,86,1225,2,2,39
Stanislaus,9/11/2022,74,12,86,1225,5,2,41
Stanislaus,9/12/2022,77,13,90,1223,4,2,42
Stanislaus,9/13/2022,68,22,90,1222,5,3,31
Stanislaus,9/14/2022,67,21,88,1224,4,3,37
Stanislaus,9/15/2022,64,21,85,1227,6,1,36
Stanislaus,9/16/2022,71,19,90,1231,8,3,40
Stanislaus,9/17/2022,67,15,82,1227,9,1,38
Stanislaus,9/18/2022,66,13,79,1220,7,1,33
Stanislaus,9/19/2022,61,10,71,1214,4,0,37
Stanislaus,9/20/2022,54,6,60,1212,4,1,43
Stanislaus,9/21/2022,49,8,57,1218,6,1,40
Stanislaus,9/22/2022,50,11,61,1217,9,1,32
Stanislaus,9/23/2022,46,14,60,1220,4,1,37
Stanislaus,9/24/2022,49,11,60,1219,6,1,32
Stanislaus,9/25/2022,48,13,61,1221,6,1,39
Stanislaus,9/26/2022,49,8,57,1221,3,0,40
Stanislaus,9/27/2022,43,10,53,1221,3,0,36
Stanislaus,9/28/2022,49,10,59,1220,5,0,42
Stanislaus,9/29/2022,49,11,60,1220,5,2,31
Stanislaus,9/30/2022,45,10,55,1223,3,3,39
Stanislaus,10/1/2022,40,10,50,1224,3,2,40
Stanislaus,10/2/2022,57,10,67,1224,3,1,42
Stanislaus,10/3/2022,55,12,67,1227,6,1,40
Stanislaus,10/4/2022,55,7,62,1206,8,0,35
Stanislaus,10/5/2022,61,5,66,1208,8,0,32
Stanislaus,10/6/2022,54,9,63,1219,10,0,29
Stanislaus,10/7/2022,55,10,65,1219,9,0,44
Stanislaus,10/8/2022,52,11,63,1217,7,1,39
Stanislaus,10/9/2022,61,12,73,1216,7,0,35
Stanislaus,10/10/2022,58,14,72,1216,7,1,37
Stanislaus,10/11/2022,56,9,65,1206,6,0,42
Stanislaus,10/12/2022,55,14,69,1218,9,0,34
Stanislaus,10/13/2022,58,15,73,1218,10,1,29
Stanislaus,10/14/2022,52,19,71,1212,9,2,29
Stanislaus,10/15/2022,55,23,78,1213,9,2,29
Stanislaus,10/16/2022,53,21,74,1203,6,2,28
Stanislaus,10/17/2022,50,15,65,1208,5,2,26
Stanislaus,10/18/2022,50,13,63,1218,6,2,28
Stanislaus,10/19/2022,46,14,60,1222,5,2,28
Stanislaus,10/20/2022,48,15,63,1224,4,2,32
Stanislaus,10/21/2022,48,16,64,1223,4,3,35
Stanislaus,10/22/2022,48,20,68,1213,3,2,36
Stanislaus,10/23/2022,46,19,65,1203,3,3,33
Stanislaus,10/24/2022,43,18,61,1208,3,3,29
Stanislaus,10/25/2022,48,15,63,1224,5,4,27
Stanislaus,10/26/2022,42,16,58,1224,6,2,45
Stanislaus,10/27/2022,38,25,63,1225,6,6,34
Stanislaus,10/28/2022,37,20,57,1224,8,2,31
Stanislaus,10/29/2022,41,21,62,1223,4,3,30
Stanislaus,10/30/2022,56,17,73,1227,6,2,31
Stanislaus,10/31/2022,57,13,70,1216,8,2,23
Stanislaus,11/1/2022,53,16,69,1218,10,4,23
Stanislaus,11/2/2022,45,18,63,1226,6,4,21
